0.4349	0.5082	0.1887	0.7848	1
0.5068	0.4770	0.1872	0.8492	1
0.8809	0.6636	0.1423	0.8251	0
0.0209	0.8453	0.2250	0.4133	1
0.1904	0.0313	0.9021	0.6170	1
0.2487	0.5240	0.2584	0.7513	1
0.3249	0.2550	0.6070	0.9369	1
0.3952	0.4326	0.4112	0.8124	1
0.2715	0.5828	0.2355	0.5460	1
0.6790	0.9072	0.0981	0.4655	0
0.7578	0.3630	0.4124	0.9381	0
0.2896	0.5130	0.2573	0.7790	1
0.8225	0.5327	0.2892	0.9858	0
0.7680	0.7720	0.1777	0.8126	0
0.6905	0.6244	0.1923	0.7723	0
0.4403	0.3245	0.4232	0.9227	1
0.7304	0.4187	0.3238	0.8153	0
0.5843	0.6072	0.3362	0.7675	0
0.3802	0.6438	0.1754	0.5474	1
0.6742	0.6477	0.2525	0.8263	0
0.7912	0.4063	0.3230	0.8152	0
0.5490	0.5144	0.2812	0.7285	0
0.3169	0.8947	0.1704	0.2393	0
0.4257	0.5832	0.5256	0.8544	0
0.4317	0.5451	0.1546	0.7379	1
0.7725	0.6274	0.2644	0.8151	0
0.7113	0.7889	0.1925	0.5973	0
0.2042	0.0486	0.8726	0.6461	1
0.6125	0.8443	0.1315	0.7195	0
0.3390	0.9786	0.2580	0.0287	0
0.6070	0.8476	0.1453	0.7309	0
0.3540	0.5741	0.2241	0.6106	1
0.5700	0.6163	0.4126	0.8390	0
0.7665	0.3995	0.3487	0.8089	0
0.4069	0.4437	0.3361	0.8442	1
0.3876	0.2477	0.5677	0.8809	1
0.2812	0.0276	0.9031	0.7186	1
0.7577	0.9153	0.0809	0.3750	0
0.7116	0.8671	0.0854	0.6798	0
0.1299	0.7633	0.2191	0.1008	1
0.8873	0.6644	0.1606	0.8852	0
0.5163	0.7502	0.1610	0.5379	0
0.6987	0.3352	0.5015	0.7848	0
0.2999	0.6612	0.2196	0.6682	1
0.4871	0.6343	0.0736	0.4666	1
0.5391	0.7226	0.3153	0.7442	0
0.5903	0.5466	0.4627	0.7277	0
0.3879	0.6384	0.1299	0.5630	1
0.8301	0.6011	0.2690	0.8673	0
0.2659	0.5287	0.3418	0.7468	1
0.7924	0.7717	0.1612	0.7289	0
0.8088	0.6401	0.1664	0.8447	0
0.7978	0.4334	0.3339	0.8982	0
0.7995	0.9335	0.0400	0.3121	0
0.3700	0.2849	0.4692	0.8329	1
0.6927	0.7690	0.2010	0.8229	0
0.3394	0.9629	0.3605	0.2420	0
0.8083	0.4987	0.2378	0.8122	0
0.5787	0.6434	0.0567	0.6139	1
0.7910	0.7410	0.1409	0.7780	0
0.5749	0.3733	0.4277	0.7550	0
0.6166	0.5887	0.0960	0.7723	1
0.7849	0.8904	0.0438	0.2946	0
0.3738	0.8105	0.1560	0.6013	0
0.7041	0.7792	0.2024	0.8262	0
0.2990	0.0656	0.7410	0.5099	1
0.5196	0.3897	0.2869	0.9197	1
0.5456	0.6517	0.0522	0.5861	1
0.5352	0.5419	0.2603	0.7402	0
0.5275	0.6979	0.0158	0.2045	1
0.4449	0.5772	0.1331	0.7067	1
0.6448	0.8021	0.2343	0.4745	0
0.2636	0.0293	0.7901	0.5134	1
0.1555	0.7793	0.2203	0.0910	1
0.4900	0.5878	0.1213	0.7042	1
0.8082	0.3863	0.3847	0.8929	0
0.3695	0.9528	0.3374	0.4580	0
0.4778	0.5275	0.2132	0.7486	1
0.5679	0.7975	0.2557	0.6923	0
0.3604	0.5613	0.2357	0.6758	1
0.6257	0.6383	0.3516	0.7932	0
0.7903	0.8989	0.0514	0.3394	0
0.3651	0.6362	0.1692	0.5272	1
0.5845	0.6537	0.0485	0.5914	1
0.5710	0.7703	0.2640	0.7674	0
0.4517	0.6427	0.0775	0.4300	1
0.4602	0.3947	0.3917	0.9024	1
0.6810	0.8656	0.0831	0.4504	0
0.4511	0.8733	0.0646	0.0367	0
0.7833	0.9243	0.0549	0.2834	0
0.8673	0.8279	0.1182	0.6567	0
0.7778	0.5451	0.2690	0.8849	0
0.1385	0.3166	0.6751	0.6787	1
0.4987	0.9016	0.0678	0.1747	0
0.8060	0.7443	0.1231	0.7649	0
0.5557	0.5137	0.2196	0.8079	1
0.4876	0.6304	0.0819	0.4939	1
0.1908	0.7010	0.1998	0.2392	1
0.2053	0.2092	0.7502	0.6249	1
0.8778	0.8398	0.1032	0.6341	0
0.5126	0.6086	0.1011	0.7225	1
0.4185	0.2706	0.4351	0.7812	1
0.4111	0.4376	0.3487	0.8450	1
0.2178	0.0364	0.9006	0.6892	1
0.6483	0.3367	0.5950	0.5985	0
0.9471	0.6264	0.1706	0.9295	0
0.8079	0.9352	0.0720	0.3777	0
0.7379	0.7306	0.2197	0.7545	0
0.5730	0.6415	0.0339	0.4161	1
0.4622	0.3235	0.4243	0.9320	1
0.7290	0.3503	0.3924	0.7031	0
0.9123	0.9008	0.0209	0.3506	0
0.7073	0.5401	0.4065	0.7562	0
0.7589	0.3596	0.3785	0.7767	0
0.1982	0.6404	0.2610	0.6850	1
0.4682	0.6226	0.1567	0.5421	1
0.3832	0.2594	0.6132	0.8523	1
0.3515	0.5200	0.1826	0.6986	1
0.5311	0.4818	0.5761	0.8535	0
0.3738	0.8105	0.1560	0.6013	0
0.8812	0.8234	0.0877	0.6281	0
0.5364	0.7731	0.2733	0.7171	0
0.7438	0.5821	0.3189	0.8456	0
0.3421	0.3198	0.4702	0.8759	1
0.4886	0.4912	0.2096	0.8733	1
0.5610	0.6969	0.0210	0.2198	1
0.7946	0.9326	0.0585	0.3515	0
0.8432	0.8010	0.1440	0.7472	0
0.3877	0.5041	0.2891	0.7870	1
0.3349	0.9871	0.3546	0.2076	0
0.7772	0.8743	0.0596	0.4508	0
0.3405	0.6338	0.1846	0.5139	1
0.4711	0.5065	0.2286	0.8606	1
0.3287	0.2366	0.5248	0.7202	1
0.8014	0.8012	0.1380	0.6679	0
0.7341	0.3616	0.4246	0.8831	0
0.7854	0.8818	0.0489	0.3402	0
0.8074	0.7876	0.1210	0.6639	0
0.6806	0.8712	0.0908	0.4847	0
0.2199	0.7336	0.2513	0.2924	1
0.7146	0.8896	0.0897	0.4746	0
0.4803	0.8293	0.3209	0.4117	0
0.7104	0.9384	0.0839	0.3441	0
0.3389	1.0000	0.3711	0.1923	0
0.5749	0.3733	0.4277	0.7550	0
0.3409	0.5933	0.2076	0.6174	1
0.8772	0.8355	0.0816	0.6303	0
0.8124	0.5577	0.2588	0.8803	0
0.7612	0.6242	0.2733	0.8251	0
0.6115	0.5404	0.1404	0.8868	1
0.6146	0.8012	0.1076	0.6814	0
0.5958	0.5939	0.0901	0.7973	1
0.6385	0.8000	0.1856	0.5387	0
0.2145	0.6087	0.2620	0.6745	1
0.3157	0.0359	0.7735	0.5943	1
0.7694	0.5521	0.2574	0.8477	0
0.3582	0.5631	0.2001	0.6585	1
0.3796	0.5473	0.5349	0.7872	0
0.5257	0.8014	0.2703	0.6974	0
0.7788	0.3124	0.3925	0.6597	0
0.5190	0.5198	0.1552	0.8438	1
0.6837	0.7564	0.1929	0.7156	0
0.2721	0.0386	0.8979	0.7704	1
0.4921	0.4329	0.2236	0.8407	1
0.6209	0.8120	0.2253	0.5683	0
0.7668	0.6281	0.2591	0.8407	0
0.6290	0.6728	0.0321	0.5460	1
0.7804	0.3915	0.3418	0.7911	0
0.1986	0.2211	0.7377	0.5954	1
0.3228	0.2578	0.5526	0.8550	1
0.3656	0.6232	0.1283	0.5481	1
0.6033	0.6387	0.2379	0.7725	0
0.2303	0.0362	0.9033	0.6568	1
0.2844	0.1240	0.6142	0.5510	1
0.4992	0.7726	0.2673	0.7178	0
0.4511	0.8733	0.0646	0.0367	0
0.0843	0.8587	0.2159	0.1823	1
0.5625	0.6287	0.3534	0.7777	0
0.4037	0.5956	0.2074	0.6183	1
0.2216	0.6531	0.2019	0.3845	1
0.7388	0.7309	0.1953	0.7235	0
0.4074	0.5740	0.5525	0.8626	0
0.1843	0.0181	0.9733	0.4637	1
0.7688	0.3752	0.3495	0.7135	0
0.5988	0.6811	0.1703	0.6099	0
0.2298	0.6472	0.2112	0.3997	1
0.4866	0.8540	0.2050	0.5773	0
0.8566	0.8900	0.0415	0.3532	0
0.3434	0.5039	0.2852	0.9216	1
0.3645	0.5528	0.2154	0.7147	1
0.3279	0.9325	0.3111	0.4393	0
0.2253	0.6151	0.2617	0.7066	1
0.3755	0.2626	0.4456	0.7296	1
0.3782	0.2621	0.5153	0.8741	1
0.4817	0.8256	0.1450	0.4523	0
0.8149	0.9381	0.0513	0.3514	0
0.8943	0.6559	0.1530	0.8920	0
0.5316	0.3487	0.4247	0.6860	0
0.3212	0.6600	0.2133	0.6570	1
0.2343	0.0398	0.7789	0.5030	1
0.8030	0.7179	0.1492	0.8080	0
0.6358	0.4866	0.4683	0.9144	0
0.4175	0.8972	0.3216	0.2260	0
0.2092	0.6449	0.2071	0.3970	1
0.6888	0.7714	0.2264	0.8292	0
0.6474	0.8209	0.2267	0.5594	0
0.7623	0.5422	0.3117	0.9776	0
0.8162	0.4161	0.3198	0.8786	0
0.8225	0.3992	0.3301	0.8628	0
0.8370	0.3796	0.3513	0.8121	0
0.7052	0.3271	0.5147	0.7268	0
0.5270	0.5428	0.1985	0.7880	1
0.2823	0.2492	0.7184	0.7762	1
0.5123	0.6250	0.0749	0.5180	1
0.5639	0.7639	0.1785	0.6791	0
0.3269	0.5069	0.2918	0.9048	1
0.1737	0.0382	0.9478	0.4639	1
0.4930	0.8604	0.0681	0.1058	0
0.3810	0.6179	0.1186	0.5619	1
0.3101	0.9421	0.3371	0.2285	0
0.3897	0.6410	0.1532	0.4293	1
0.2334	0.6062	0.2570	0.6762	1
0.0821	0.7611	0.2569	0.1188	1
0.6661	0.6856	0.0134	0.5129	1
0.4520	0.4451	0.3312	0.8973	1
0.6597	0.7999	0.2071	0.6005	0
0.6424	0.8063	0.2174	0.4892	0
0.6807	0.5242	0.4365	0.9277	0
0.8373	0.3487	0.3646	0.7849	0
0.7814	0.8142	0.1180	0.5979	0
0.7330	0.3980	0.3107	0.7472	0
0.4835	0.4911	0.5580	0.8566	0
0.7500	0.3542	0.4872	0.8027	0
0.4152	0.6378	0.1516	0.4595	1
0.7501	0.8822	0.0631	0.4144	0
0.4156	0.4252	0.4247	0.8320	1
0.4644	0.5799	0.1351	0.7077	1
0.2583	0.6160	0.2347	0.6826	1
0.4370	0.6200	0.1746	0.6283	1
0.4987	0.4723	0.1867	0.8421	1
0.2413	0.0036	0.9850	0.5236	1
0.5441	0.5398	0.1769	0.8244	1
0.3616	0.6593	0.2004	0.6674	1
0.8032	0.8966	0.0583	0.3677	0
0.3015	0.6845	0.2027	0.3597	1
0.7880	0.4019	0.3369	0.8046	0
0.8560	0.8057	0.1222	0.6628	0
0.3980	0.2729	0.4757	0.8715	1
0.3591	0.4587	0.2802	0.8289	1
0.3571	0.9205	0.3294	0.4437	0
0.1988	0.8343	0.3629	0.6932	0
0.5813	0.8562	0.2010	0.6138	0
0.3339	0.1735	0.6303	0.7195	1
0.3307	0.3449	0.5057	0.7789	1
0.3404	0.1662	0.6255	0.7049	1
0.7723	0.6763	0.2518	0.8182	0
0.2423	0.6360	0.1978	0.4456	1
0.3443	0.6387	0.1305	0.5389	1
0.5002	0.4866	0.5619	0.8485	0
0.8715	0.4955	0.2494	0.8947	0
0.3789	0.2778	0.4696	0.8269	1
0.4922	0.8159	0.3089	0.3973	0
0.9218	0.4988	0.2441	0.9216	0
0.3660	0.9571	0.2103	0.0000	0
0.1834	0.6437	0.2520	0.6682	1
0.7614	0.8966	0.0435	0.2884	0
0.4487	0.5398	0.2067	0.7320	1
0.6830	0.8664	0.0878	0.6396	0
0.2192	0.0103	0.9892	0.4536	1
0.8883	0.5206	0.2329	0.8984	0
0.8545	0.5989	0.2164	0.9393	0
0.7577	0.3688	0.3989	0.8205	0
0.6046	0.3499	0.5762	0.6116	0
0.4723	0.5488	0.1576	0.7278	1
0.4567	0.3073	0.4021	0.8745	1
0.3473	0.9846	0.3545	0.4331	0
0.6674	0.2969	0.5624	0.6995	0
0.3913	0.5456	0.5794	0.8451	0
0.7984	0.6155	0.2625	0.8559	0
0.7047	0.6228	0.2497	0.8353	0
0.6825	0.3442	0.4839	0.8059	0
0.6551	0.5619	0.4094	0.8746	0
0.4570	0.8418	0.3234	0.3264	0
0.5914	0.8496	0.1381	0.6722	0
0.7742	0.3676	0.4113	0.8999	0
0.6533	0.5059	0.4505	0.8918	0
0.6019	0.5096	0.5073	0.7094	0
0.8488	0.5942	0.2155	0.9402	0
1.0000	0.7106	0.1182	0.8389	0
0.7620	0.5423	0.3006	0.8487	0
0.5612	0.5291	0.3225	0.8327	0
0.3382	0.3344	0.5141	0.7785	1
0.4518	0.5202	0.2264	0.7492	1
0.3589	0.5547	0.2078	0.6751	1
0.3307	0.5062	0.2882	0.7388	1
0.0374	0.8746	0.2168	0.0905	1
0.4958	0.7360	0.2492	0.7147	0
0.7801	0.7840	0.1623	0.8245	0
0.6869	0.7629	0.1936	0.6939	0
0.7692	0.5700	0.2859	0.9767	0
0.8630	0.5412	0.2610	0.9050	0
0.7807	0.8915	0.0603	0.4121	0
0.5954	0.8446	0.1344	0.7106	0
0.4910	0.6366	0.0956	0.5076	1
0.6917	0.7455	0.1777	0.6612	0
0.2104	0.6572	0.1996	0.3679	1
0.7480	0.5495	0.2958	0.8237	0
0.4883	0.6376	0.0745	0.4767	1
0.6303	0.6242	0.3528	0.7955	0
0.4156	0.5954	0.2072	0.6452	1
0.4420	0.4401	0.2193	0.7911	1
0.7879	0.8906	0.0584	0.3777	0
0.5182	0.4746	0.2710	0.8331	1
0.4328	0.8671	0.2648	0.2530	0
0.7770	0.3700	0.3724	0.7839	0
0.4690	0.3220	0.3759	0.7897	1
0.6905	0.7971	0.2097	0.5206	0
0.7101	0.5370	0.2855	0.9054	0
0.5962	0.8438	0.1324	0.7041	0
0.0282	0.7696	0.2573	0.0282	1
0.1849	0.7912	0.2143	0.1093	1
0.1830	0.2979	0.6967	0.7318	1
0.5635	0.8554	0.1748	0.6350	0
0.5930	0.8291	0.1391	0.6945	0
0.4285	0.2441	0.4868	0.8213	1
0.8206	0.3813	0.3866	0.8591	0
0.5839	0.5597	0.1139	0.7955	1
0.6108	0.8291	0.1373	0.5884	0
0.6472	0.7415	0.2389	0.5799	0
0.5753	0.8387	0.1573	0.6545	0
0.6702	0.3230	0.4126	0.6600	0
0.8109	0.5239	0.2691	0.8814	0
0.5775	0.8294	0.1691	0.6384	0
0.6703	0.8882	0.0909	0.4861	0
0.9110	0.9069	0.0389	0.3522	0
0.7586	0.8451	0.0904	0.6925	0
0.8031	0.4043	0.3298	0.8597	0
0.7237	0.7848	0.1754	0.8165	0
0.4297	0.5037	0.2829	0.8256	1
0.5034	0.7473	0.2751	0.6718	0
0.3125	0.2599	0.5523	0.8433	1
0.7085	0.9262	0.0745	0.3456	0
0.8499	0.5943	0.2336	0.9494	0
0.6631	0.2846	0.5759	0.7503	0
0.4445	0.4326	0.2255	0.7945	1
0.7888	0.3361	0.3740	0.7309	0
0.2921	0.2674	0.6004	0.9658	1
0.4930	0.8604	0.0681	0.1058	0
0.6732	0.8536	0.0881	0.6550	0
0.2923	0.5271	0.2471	0.7914	1
0.3506	0.6418	0.1749	0.5192	1
0.8102	0.3931	0.3390	0.8062	0
0.4742	0.6029	0.0993	0.6805	1
0.6656	0.6177	0.2849	0.7662	0
0.5490	0.5144	0.2812	0.7285	0
0.4171	0.5748	0.5296	0.8268	0
0.4011	0.1216	0.6550	0.7344	1
0.6263	0.6282	0.2376	0.7698	0
0.7939	0.8959	0.0505	0.3255	0
0.7320	0.6318	0.2625	0.8277	0
0.5276	0.8603	0.0861	0.3017	0
0.5108	0.8343	0.2900	0.3928	0
0.4859	0.6146	0.1081	0.7191	1
0.3878	0.4642	0.3137	0.8366	1
0.5083	0.8284	0.2496	0.4042	0
0.6048	0.5242	0.1468	0.9166	1
0.5230	0.8684	0.2236	0.5992	0
0.5614	0.9333	0.1682	0.3786	0
0.3829	0.1680	0.5602	0.6134	1
0.3225	0.2592	0.6154	0.9973	1
0.5265	0.7028	0.0106	0.1481	1
0.3631	0.2640	0.6161	0.7945	1
0.5453	0.3933	0.3608	0.6863	0
0.5626	0.5263	0.1566	0.8680	1
0.4548	0.5803	0.1634	0.6691	1
0.6261	0.6482	0.2879	0.7482	0
0.5658	0.6219	0.4148	0.8445	0
0.5998	0.8453	0.1617	0.6055	0
0.6210	0.7528	0.2198	0.5443	0
0.3597	0.1087	0.6366	0.6438	1
0.3242	0.6317	0.1919	0.4820	1
0.4563	0.3491	0.3235	0.8341	1
0.3765	0.6183	0.1966	0.5500	1
0.4604	0.4105	0.3876	0.8839	1
0.6925	0.8622	0.0730	0.6494	0
0.7884	0.4348	0.3410	0.8946	0
0.6053	0.5550	0.1268	0.8244	1
0.3973	0.3247	0.5154	0.8019	1
0.7287	0.3907	0.4487	0.8669	0
0.7553	0.7497	0.1437	0.7485	0
0.6685	0.6686	0.0208	0.5741	1
0.3738	0.8105	0.1560	0.6013	0
0.4023	0.4566	0.3326	0.8341	1
0.6448	0.5518	0.4098	0.8656	0
0.8679	0.8097	0.1264	0.7128	0
0.3206	0.1655	0.6496	0.7566	1
0.5541	0.6324	0.4127	0.8490	0
0.7662	0.3733	0.3759	0.7720	0
0.0465	0.7566	0.2744	0.1250	1
0.5637	0.8542	0.1239	0.6461	0
0.4794	0.5146	0.2249	0.7399	1
0.1589	0.7652	0.2173	0.1290	1
0.3447	0.3379	0.5012	0.7956	1
0.4390	0.5895	0.1279	0.6653	1
0.7575	0.3489	0.3803	0.7999	0
0.2091	0.6192	0.2571	0.7128	1
0.3767	0.1772	0.6161	0.7723	1
0.8208	0.3169	0.3949	0.7143	0
0.3675	0.9353	0.3099	0.4416	0
0.5620	0.5871	0.0938	0.7640	1
0.4962	0.2736	0.5877	0.6329	0
0.3065	0.5817	0.5196	0.7447	0
0.3680	0.5741	0.2297	0.6727	1
0.3735	0.4836	0.3370	0.7942	1
0.0335	0.7699	0.2645	0.0336	1
0.4514	0.9405	0.2115	0.0820	0
0.3941	0.9211	0.3374	0.4919	0
0.4237	0.4621	0.3537	0.8504	1
0.3493	0.4358	0.3016	0.8295	1
0.3833	0.2900	0.4535	0.8139	1
0.3755	0.9282	0.3650	0.2973	0
0.4614	0.6080	0.1008	0.6821	1
0.3229	0.4516	0.2924	0.8171	1
0.3828	0.5909	0.5621	0.8777	0
0.5704	0.8986	0.1635	0.3850	0
0.4905	0.4486	0.3197	0.9082	1
0.4073	0.6019	0.2085	0.6360	1
0.7309	0.4062	0.3235	0.8067	0
0.2178	0.2046	0.7686	0.6340	1
0.3679	0.1904	0.6221	0.8782	1
0.8829	0.5276	0.2355	0.9021	0
0.8481	0.8901	0.0576	0.4000	0
0.6667	0.7397	0.2506	0.8692	0
0.3398	0.1429	0.5928	0.5978	1
0.7866	0.4166	0.3106	0.7951	0
0.2641	0.4889	0.3368	0.8561	1
0.5808	0.5491	0.1265	0.8271	1
0.7135	0.8585	0.0706	0.6644	0
0.7407	0.8050	0.2114	0.5313	0
0.5556	0.8768	0.2153	0.6187	0
0.6590	0.6081	0.3112	0.7804	0
0.3210	0.5114	0.2828	0.8883	1
0.9048	0.9033	0.0376	0.3838	0
0.6599	0.7696	0.2204	0.8334	0
0.6335	0.6532	0.0548	0.6130	1
0.8229	0.8773	0.0571	0.4693	0
0.1255	0.7919	0.2290	0.0472	1
0.2032	0.7500	0.2345	0.2318	1
0.4994	0.5380	0.2111	0.7786	1
0.3851	0.5150	0.1849	0.7316	1
0.2397	0.1970	0.7603	0.6893	1
0.7378	0.3876	0.3472	0.7643	0
0.9000	0.8696	0.0148	0.3938	0
0.7956	0.4141	0.3309	0.8705	0
0.4476	0.5455	0.1570	0.7653	1
0.7645	0.5643	0.2833	0.9495	0
0.8211	0.6400	0.2637	0.8492	0
0.6701	0.6492	0.2429	0.8128	0
0.3507	0.2741	0.4877	0.7638	1
0.3922	0.5008	0.2975	0.9749	1
0.8631	0.7210	0.1210	0.7340	0
0.3355	0.4860	0.3576	0.8604	1
0.5417	0.4917	0.5458	0.8209	0
0.7418	0.7635	0.2004	0.8711	0
0.1013	0.8194	0.2334	0.2848	1
0.8974	0.6315	0.1780	0.9405	0
0.6399	0.7536	0.2262	0.7894	0
0.7564	0.6258	0.2720	0.8389	0
0.3809	0.9614	0.3430	0.4532	0
0.2749	0.2455	0.7293	0.6902	1
0.3076	0.3022	0.4827	0.8220	1
0.3454	0.9469	0.3393	0.4582	0
0.8707	0.8223	0.1146	0.6814	0
0.3856	0.5552	0.6081	0.8791	0
0.9205	0.7336	0.1239	0.7600	0
0.4819	0.3489	0.3185	0.8785	1
0.7003	0.8976	0.0795	0.3852	0
0.5166	0.5237	0.2073	0.8812	1
0.8831	0.6468	0.1737	0.8854	0
0.2901	0.5819	0.2595	0.7393	1
0.3516	0.5750	0.2297	0.6173	1
0.3993	0.5180	0.5236	0.7340	0
0.4811	0.3075	0.4334	0.9387	1
0.8717	0.6612	0.1661	0.8705	0
0.8196	0.3326	0.3757	0.7269	0
0.1586	0.3285	0.6760	0.7316	1
0.2466	0.6649	0.2123	0.3954	1
0.8177	0.8004	0.1249	0.6887	0
0.7962	0.5492	0.2781	0.9528	0
0.3087	0.1221	0.6165	0.5897	1
0.7635	0.8660	0.0539	0.3902	0
0.8601	0.5752	0.2277	0.9479	0
0.7879	0.7549	0.1230	0.6865	0
0.6749	0.4170	0.3635	0.7759	0
0.4038	0.6386	0.1428	0.4418	1
0.5356	0.7623	0.2133	0.7282	0
0.6626	0.7429	0.2028	0.5622	0
0.5516	0.6633	0.0221	0.3375	1
0.6940	0.8804	0.0909	0.4859	0
0.5163	0.5300	0.1854	0.8272	1
0.7846	0.7468	0.1397	0.7812	0
0.6013	0.6757	0.0190	0.4954	1
0.5453	0.3933	0.3608	0.6863	0
0.3321	0.6502	0.1667	0.4960	1
0.2505	0.2081	0.6621	0.8809	1
0.6637	0.2579	0.5789	0.7764	0
0.4677	0.6356	0.0852	0.5058	1
0.5312	0.8921	0.1761	0.3731	0
0.4816	0.6293	0.0777	0.5071	1
0.6328	0.6633	0.0235	0.5352	1
0.7943	0.5542	0.2604	0.8843	0
0.8407	0.8962	0.0460	0.3436	0
0.7784	0.3770	0.3998	0.9146	0
0.2087	0.7819	0.2241	0.1450	1
